,Text
292,  세월호 ‘DVR 수거 동영상’ 조작 의혹... ‘해군vs해경’ 누가 거짓말 하나@newsvop vop.co.kr/A00001393410.h…  
293,"   <'세월호 영상조작 의혹' 조사 청신호..""제보 들어왔다"">  news.v.daum.net/v/201903301100…  **특별수사단 설치 국민청원 바로가기** www1.president.go.kr/petitions/5776…  **특별수사단 설치 국민서명 바로가기** goo.gl/forms/kn2XlF2T…  "
294,  세월호의 진실은 침몰하지 않았네요.. 제보자님 감사드립니다.. 억울하게 죽은 아이들과 일반인들을 위해서 재조사해야 합니다.. 503번과 황교안.. 당시 해수부장관 이주영도 조사받아야 하고.. 조작한 사람에게는 살인죄에 준하여 벌해야 합니다.. news.v.daum.net/v/201903301100…  
295,"   '세월호 영상조작 의혹' 조사 청신호..""제보 들어왔다"" ""다른 제보자 망설일수도..건수·내용은 아직"" ""사안 중대성·긴급성 고려, 긴급제보가 절실"" ""보상금 지급·사면 건의로 제보자 보호할 것"" news.v.daum.net/v/201903301100…  "
296,"  세월호 은폐조작 아시는분 만은 제보 해주세요,,지금 진실을 밝혀야합니다~~  ＇세월호 영상조작 의혹＇ 조사 청신호..＂제보 들어왔다＂ news.v.daum.net/v/201903301100…  "
297,"   <세월호참사 특별수사단 설치, 전면재수사, 박근혜7시간기록 공개 촉구 ‘국민청원’과 ‘국민서명’에 모두 참여해주세요!!>  *특별수사단 설치 국민청원 바로가기** www1.president.go.kr/petitions/5776…  *특별수사단 설치 국민서명 바로가기** goo.gl/forms/kn2XlF2T… pic.twitter.com/W4qL4C0OOH  "
298,"   ""세월호참사 특별수사단 설치"" 청원하였고, 여러분의 동참을 권유합니다.  워싱턴 동포  《청원》  대통령님께서 <세월호참사 특별수사단>설치와 세월호참사 전면재수사를 지시해주시기를 청원합니다!!  www1.president.go.kr/petitions/5776…  "
299,"   <세월호참사 특별수사단 설치, 전면재수사 국민청원> 4월 16일이 되기 전에 20만명을 넘겨서 우리 아이들에게 <세월호참사 특별수사단 설치, 전면재수사 개시>를 5주기 선물로 바치면 좋겠습니다.   www1.president.go.kr/petitions/5776…  "
300,"   <세월호참사 특별수사단 설치, 전면재수사  ‘국민청원’과 ‘국민서명’ QR코드>  아래 ‘국민청원’과 ‘국민서명’ QR코드를 지인에게 보내시거나 직접 보여주셔서 청원과 서명에 쉽게 참여할 수 있게 도와주세요. 5주기 전에 ‘10만 국민서명’과 ‘20만 국민청원’으로 <특별수사단>을 만들어내주세요. pic.twitter.com/ThYeGXPRSq  "
301,"  세월호가 사고라면서 왜 저렇게  인위적으로 뭘 그렇게 감추려고 끝도없이 그럴까요?  [단독] 세월호 CCTV 수거 작업 촬영물, 누군가 음성 지웠다 출처 : SBS | 네이버  naver.me/GgZCANt2  "
302,   보세요! 세월호를 제대로 조사하니 '결정적 단서'가 나오지 않습니까?  자유한국당 무리들은 '조작과 공작'과 꼼수의 달인들입니다!  저들은 '세월호' 뿐 아니라 '천안함'에도 모종의 '공작'을 벌렸을 가능성이 매우 높습니다!  '천안함'도 국민들이 제기한 의혹들을 반드시 플어야 할 것입니다!!  
303,"  세월호 DVR의 조작 의혹이 불거지고 있습니다. 의혹에 대한 수사를 통해 명명백백 밝혀져야 할 것입니다. 세월호 가족협의회에서 세월호참사 특별수사단 설치를 요구하고 계신데, 적극적인 검토가 필요합니다. 안전한 사회로 나아가는 길에 여야가 함께 최선을 다해야 합니다. bit.ly/2I1rP8L  "
304,   2014.04.16 세월호 사건이 발생한지 6년이 지났습니다. 일부 사람들은 지겹다며 대체 언제까지 울거먹을 거 냐며 지랄을 떨지만 6년이 지난 지금도 상상도 못할 경악스러운 일들이 발견되고 있습니다. 이래도 지겹다고 만 하시겠습니까. 국민들은 진실을 알 권리가 있습니다. news.v.daum.net/v/201903281500…  
305,"   아직도 기억나는게 세월호 첫 상황보고서는 503호 밥하는 아주머니가 받으셨다는거 알고들 계심?  국가안보실 상황병이 7분만에 뛰어가 세월호 첫 상황보고서를 경호원에게 전달했는데 경호원이 503호 밥 해주는 아주머니에게 전달, 아주머니가 관저 침실 앞 탁자에 놓아둠. pic.twitter.com/euHblFSwQ8  "
306,   부산시의회에 세월호 추모 노란리본 물결@newsvop vop.co.kr/A00001393198.h…  
307,   ‘박근혜정부 세월호DVR 은폐’ 조사결과에 “경악 넘어 분노에 치 떨려” “여전히 진실 은폐 세력 존재…뜨거운 여론으로만 진상규명할 수 있다” “전면재수사 위한 ‘특별수사단’ 설치 요구 국민청원에 응원·참여 부탁” newbc.kr/news/articleVi…  
308,"   ""아빠, 이젠 노란리본 달고 다니면 안돼?""  중2라 모든 게 조심스러운 딸램이 말을 걸어 '주시기에' 들어보니 학교 앞 슈퍼 아주머니가 '세월호 리본'을 이름표 아래 달은 자기를 보고 한 마디 하더라고.  더 이상 '그런 걸' 달고 다니면 오히려 사람들에게 상처를 주는 거라며...;;  "
309,"  세월호 영상삭제 의혹-천안함 관련 속초함 영상삭제 의혹, 연달아서 머리가 하얘집니다. 대체 왜 그렇게 감추고 덮고 삭제해야 했던 겁니까? 이명박근혜 시절 온갖 거짓들이 역하고 분노스럽다못해 공포스러워질 정도입니다. 으으으으~ 이겨내리라!  "
310,   Burning Ashes by Ciss youtu.be/Hko6jd_zNHI via @YouTube #ciss #sad #tragic #emotional #love #lovesong #piano #ashesintosnow #사랑 #이별 #피아노 #감성 #감성음악 #봄 #spring #NewAge #burningashes #burning #ashes #sewol #sewolferry #remember20140416 #세월호 #세월호5주기  
311,"   사라진 세월호 참사 순간…""CCTV 저장장치 조작 가능성"" news.jtbc.joins.com/html/941/NB117…  "
312,  세월호 특조위 “해군·해경 세월호 CCTV 저장장치 조작 정황 있어” @newsvop vop.co.kr/A00001393092.h…  
313,"  세월호 유가족 ""DVR 바꿔치기 경악..상상도 못한일""  특조위 ""해군 수거 DVR·검찰 확보 DVR 다른듯""  누가봐도 그동안 특조위활동을 방해한것은 박근혜의 청와대/해수부/해군/국정원 임을  많은 국민들이 동의을 한다.  세월호 진실규명을 위해 특검을 실시하라!  news.v.daum.net/v/201903281500…  "
314,   <세월호참사 특별수사단>에 대한 정부여당 차원의 첫 반응입니다. 검토를 넘어 결단을 해주시기를 촉구합니다.  <세월호참사 특별수사단 설치 • 박근혜7시간 기록 공개 요구 국민서명> 온라인서명 => goo.gl/forms/kn2XlF2T… pic.twitter.com/Y9FYFfF8kI  
315,"  세월호 유가족 ""DVR 바꿔치기 경악.. 상상도 못한일"" news.v.daum.net/v/201903281500… 세월호참사 주요 증거물인 폐쇄회로(CC)TV DVR의 조작 가능성이 제기되자 세월호 유가족이 특별수사단 설치를 강력히 촉구했다.  "
316,   오늘 사회적참사진상조사위에서 세월호DVR이 미리 수거된 후에 다시 정상적으로 인양되는 장면을 연출한 것 같다는 등의 의혹을 제기하였습니다.세월호DVR은 세월호 침몰 당시 세월호 실내를 촬영한 CCTV영상이 저장되어 있는 만큼 관련 의혹이 낱낱이 규명되어야 할 것입니다 news.v.daum.net/v/201903281329…  
317,"  세월호 특조위는 14.6.22. 해군 수거 DVR과 검찰 확보 DVR이 다른것이라 의심되는 단서가 발견되었다 밝혔습니다. 특조위가 증거인멸 우려를 제기한 만큼 진실규명을 위해서, 또한 사실 은폐 시도는 없었는지 등에 대해 전면적 조사를 해야합니다.  #더불어민주당 bit.ly/2uzJsV6  "
318,   '세월호 참사직전 3분영상' 삭제 가능성..사실땐 파장 | 다음뉴스 news.v.daum.net/v/201903281700…  
319,"   특조위 ""세월호 DVR 조작 가능성.. 그날 해군 이상했다"" news.v.daum.net/v/201903281621… <세월호참사 특별수사단 설치 • 박근혜7시간 기록 공개 요구 국민서명> 온라인서명 => goo.gl/forms/kn2XlF2T…  "
320,   특조위가 발표한 세월호 CCTV 영상이 저장된 녹화장치 조작 의혹에 대해 유가족들이 '세월호참사 특별수사단' 설치를 통한 전면 재조사를 요구했다.  “국정원 등 정보기관과 박근혜 시기 청와대가 개입해 CCTV 녹화영상에 손을 댔을 가능성이 농후함을 보여준다. 검찰이 전면 재수사에 나서야 한다.”  
321,  세월호 참사의 핵심 증거 자료인 CCTV 녹화장치가 수거 과정에서 바꿔치기 된 정황이 드러났다. 특조위는 해군이 참사 두 달 뒤 선내에서 수거 했다고 주장한 영상 녹화장치와 검찰이 확보한 장치가 다른 것으로 의심되는 단서들을 발견. 조사를 막은 이유가 있다.  n.news.naver.com/article/052/00…  
322,"   의문투성이라 고의 침몰설도 나오지.  ""세월호 CCTV 조작 가능성..누군가 상황 알고 싶었을 수도""   4·16 세월호참사 특별조사위원회는 28일 ""해군·해경이 사전에 세월호 내 폐쇄회로(CC)TV DVR(CCTV 영상이 저장된 녹화장치)수거한 뒤 다시 이를 연출한 의혹이 있다""고 밝힘  news.v.daum.net/v/201903281329…  "
323,"  세월호 CCTV 조작 가능성 제기…알리기 어려운 장면 있었나 yna.co.kr/view/AKR201903…  해군과 해경이 2014년 4월 16일 발생한 세월호 참사 폐쇄회로(CC)TV 증거자료를 조직적으로 조작, 은폐했을 가능성이 제기돼 파문이 예상됩니다. pic.twitter.com/haFzGVAzA7  "
324,   천안함과 세월호 영상 인위 삭제 의혹이 오늘 동시에 두건이 터졌다  이래서 이명박근혜가 개거품 물고 발악했 구나  유병언 데리고 와라  news.v.daum.net/v/201903281221…  
325,"   사회적참사특조위 ""해군·경, 세월호 CCTV 조작 정황"" news.v.daum.net/v/201903281221… 닭정부 국정원이 관련됐다고 강력하게 주장한다!! 곧 5주기가 다가오는데도 명확히 밝혀진거라곤 하나도 없네.. 일부러 증거인멸했다는 방증이다!  "
326,"  세월호 CCTV, 해군 수거품과 제출된 증거는 다른 물건이었다  세월호특조위, 녹화장치 조작·편집 바꿔치기 정황 확인해 긴급 기자간담회 추가 증거인멸 막기 위한 수사착수 시급…제보하면 사면·보상금 건의할 것 newbc.kr/news/articleVi…  "
327,"   사회적참사 특조위 ""세월호 CCTV 증거자료 조작 정황"" news.sbs.co.kr/news/endPage.d…  "
328,   언론  기발늠들 자한당 9년 국민들 살아 있는게 기적이다. 세월호 가습기 살균제 행버거병 등 국민을 죽음으로 내몰았다 세월호 특조위.세월호 참사 증거자료 cctv 조작 편집함. 자한당 9년 국민들 헬조선 만들고 지들은 온갖 부정으로 호의호식 햇는데 어뜨케 지지율 30% 구라미터 장난 고마해라 pic.twitter.com/gWtmFLlDo6  
329,  세월호 cctv DVR이 조작 편집되었다는 사회적참사위의 중간발표 pic.twitter.com/QYgt6090np  
330,"   왜 <세월호참사 특별수사단>인가? 왜 대통령이 결단해야 하는가?  오늘 오전 10시, <사회적참사 특별조사위원회>의 조사결과 중간발표를 봐주세요. 목포MBC뉴스와 416TV가 유튜브로 생중계합니다.  facebook.com/10000118387466…  "
331,   [세월호 CCTV DVR 조사내용 중간발표!!] 목포MBC뉴스가 유튜브로 현장생중계를 합니다. 아래 영상은 목포MBC뉴스의 중계예고입니다. 미리 보시면 발표내용을 이해하시는데 큰 도움이 됩니다. ▶️ 일시: 3/28(목) 오전 10시 ▶️ 장소: 포스트타워 10층 대회의실  youtu.be/53LkOeTvQUE - @YouTube  
332,  세월호 청문회때  장관이 라면을 먹은것을 죄인 다루듯이 박대통령 7시간을 밝히라는 빼지달고 갑질하던 영선이가 그날 저녁 호화 만찬을 즐겼다는 사실이다 임시 구호소 한쪽에서 라면 먹은걸 갑질하고 지뇬은 배터지게 먹었다는거다 이뇬은 보면 볼수록 토가 나오려 한다 mbc출신답다 pic.twitter.com/JNd6ceFnUr  
333,   이명박근혜 악마정권에 저항하고 수도없이 계정폭파 당하며 18대대선 국정원 선거개입 부당함을 알리고 집회공지 미친듯이 했습니다!  달님사랑 이라는 계정 아시는 분들은 제가 지난 9년 어떻게 트위터를 하고 살았는지 아십니다!  세월호 집회 또한 미친듯이 집회공지 했습니다 제 가정을 등한시하며  
334,   천안함을 북의 폭침이라고 문재인정부가 확증을 해 주었다. 이건 이명박과 한배를 탄다는 의미와 일맥상통한다. 이명박의 보석을 눈 여겨 봐야 할 대목이다. 적어도 문재인정부가 촛불을 입에 올릴정도라면 세월호와 천안함은 재조사 할 줄 알았다. 그냥 꿈이었다. 한여름밤의 꿈. 니미~  
335,   천안함 생존 22명 유공자 신청… 6명만 인정 (출처 : 동아일보 | 네이버 뉴스) naver.me/GVYXXSte 세월호에 비할바가 아닌데.. 세월호는 대통. 만들어줘서 고맙기에 돈퍼다주고.. 나라지키다 죽으면 개값이냐??  
336,   교활이 의혹이 도대체가 어디가 끝이냐?? 너무많아 정신 못차리겠다 KT채용비리 의혹에 세월호의혹에 두드레기 병역면제 의혹에  김학의 사건외압의혹에 큰아들넘 군목무 의혹에...........헉헉 숨차다 차량충돌 뺑소니도 있구나!!! amn.kr/sub_read.html?…  
337,"   개같은 새끼들 니네 4월 16일 5월 18일만 되면 천안함을 기억해주세요 연평도를 기억해주세요 이러길래 3월 26일 11월 23일에 뭐하는지 내가 매년 지켜보고 있거든? 근데 열에 여덟은 관심도 없고 나머지 둘은 그마저도 ""세월호/518만 기억하지 말고 천안함도 기억해주세요"" 이딴 소릴 그날에도 하더라  "
338,   환멸난다 이새끼들아 니네 천안함 사건을 세월호 유족들 욕할때쓰는 땔감으로나 생각하는게 매년 드러나고 있는데 전혀 부끄럼도 없지?  
339,"   다가오는 세월호 5주기…‘살인범죄’ 진상규명 시작하자  4월 6일, 침몰 원인 규명 위해 일체의 선입견 배제한 ‘열린 토론회’ 유경근 “너무나 쉽게 살 사람들이 죽임 당했다…처벌 못하면 불의” newbc.kr/news/articleVi…  "
340,"   너무나 감사한 분들~🎗️🎗️  ＂긴박했던 순간, 세월호 잠수사들이 남긴 일기를 보니..＂ news.v.daum.net/v/201903252024…  "
341,   미쳤다고 생각하시면 RT 부탁드려요.  수학여행 학생을 태운 세월호가 침몰해 국민들이 충격과 공포에 휩싸인 시간에 청와대 대변인인 민경욱은 세월호 난리났다며 호탕하게 웃음으로 대신했던 민 대변인이 기관총이 아니고선 마음 놓고 대구 방문하지 못하겠단 대통령의 공포심 드러난 것이다고 망언 pic.twitter.com/S9PHv2ZMVQ  
342,"  세월호 사고의 생존자인 저의 외사촌 동생이 오늘 영화 <생일>을 봅니다. 많이 울겠지만, 또한 기대가 많이 된다고 합니다. 메가토크같은 영화 행사도 처음이라 궁금하다고도 하네요!ㅎㅎ 오늘 가시는 분들 모두 즐거우시길! 그리고 많이 기억해주시길 바랍니다.  "
343,"   “박근혜 퇴진에 그친 촛불…✔국회 적폐 자유한국당 청산해야”_  시민단체들이 자유한국당 해체·적폐청산·사회대개혁을 주장하며 주말 광화문 광장에서 ‘5.18학살왜곡처벌법 제정 정치개혁 완수’, ‘세월호 참사 진상규명’, ‘사법농단 적폐판사 탄핵’ 등을 주장했다. vop.co.kr/A00001391316.h…  "
344,   솔직히 문정부 들어서면 세월호 진상은 곧 해결될 줄 알았다. 2년이 다 되어가는데 그때나 지금이나 아무런 진척이 없다. 모든 이슈에서 사라졌다. 오히려 유족들이 불만을 제기하면 극문들에게 조리돌림 당해 말도 못한다.  
345,   박근혜 마약도 재조명   당시언론은 박근혜가 보톡스 쳐맞다 세월호구조를 놓쳣다했지만 마약 안했다는 증거어딧냐? 더군다나 최순실YG가 친분관계면 두 국썅년이 마약을 마다했을리가  양승태 대법원장이 사법거래하고  김학의가 강간을 져지르던 정권이다. 맙소사 온나라가 양아치 소굴에 놀아난것 pic.twitter.com/0IxXPr4JE5  
346,  세월호 학살의 본질 youtu.be/EXpccBhD_lU via @YouTube Behind is the Devil Illuminati and Samsung   Samsung Electronics vice chairman Jae yong-Lee   killed youngest sister  yoon hyung-Lee  The birth mother is different   blog.daum.net/asukaallin7777…  
347,   좀전에 지하철 탔는데 애 하나 안고 하나 손잡고 젊은 어머님이 타셨는데 내가 벌떡 일어나니까 한사코 괜찮다면서 손사래치시더니 갑자기 또 맞은편 커플이 벌떡 일어나서 여기 앉으시라고ㅋ그러더니 남성분 가방에 바나나를 꺼내서 애기들 하나씩 물려줌!!가방에 세월호 뱃지ㅜ역시 깨시민들임👍🏻💙  
348,   메카시즘의 광풍이 최고조였던 시점에 벌어진 일.   1. 세월호 유가족에 대한 태도 논란 2. 세월호 참사 당시 유가족 보상금 계산하던 엠비씨.  3. 유벙언 현상금 몰이 사냥 4. 유대균씨 먹은 치킨 브랜드 맞추기 5. 이명박 g20 경제효과 찬양 6. 이명박 자원외교찬양  이거 누가함? 기자가 함.  
349,  세월호참사를 정면으로 다루지 않으면서도 세월호참사가 모티브이자 숨은 주제인 영화 <악질경찰> pic.twitter.com/NHJXwxDkb0  
350,   영화 <생일>. 많이 봐주세요. 힘드시겠지만 직면해주시면 좋겠습니다. 유가족들이 불쌍하구나를 넘어 세월호참사가 왜 304개의 사건인지 느끼시면 좋겠습니다. 그리고 피해자들을 격려해주시면 더 좋겠습니다. 끝까지 함께 할테니 떳떳하게 나서서 진실을 밝히고 세상을 바꾸라고.  어느 가족의 카톡. pic.twitter.com/yYC8DZ8uSY  
351,   🕋 불법비리 수괴 황교활 🕋  🧨김학의 집단강간/마약난교 묵인 🧨국가전복 게엄령 모의 🧨최순실 국정농단 방조 🧨양승태 사법농단 방조 🧨4.19폄하 5.16미화 🧨세월호 수사외압 🧨국정원 여론조작 묵인 🧨아들 불법채용비리 🧨두드러기 병역탈피 🧨재벌봐주기 🧨차기꿈 이미지 세탁중  🔜 폐기 처분  
352,"   황교안, 어떻게 나쁜짓에는 약방의 감초처럼 손 안댄 곳이 없냐?  세월호때 수사방해 압력넣고 박근혜 특검은 연장거부 계엄령 문건에 도장찍고 김학의 특수강간에 수사방해 의혹 아들 KT 채용비리 의혹까지~  공수처 설치를 자한당이 기를 쓰고 막는 이유다.  황교안 게이트 특검해야 할 상황이다. pic.twitter.com/d8jJ1wcfb4  "
353,"   ✍️""황교안·정갑윤 아들도""..KT 특혜 채용 게이트로 번지나 news.v.daum.net/v/201903182109… 부도덕한 박근혜 정권시절에 주요 요직인 법무부장관과 국무총리를 할 정도의 인간에게서 무슨 청렴을 찿을 수 있겠나. 그냥 그 자체의 이력만으로도 볼짱 다 본 인간이 황교안이다. 아 !! 세월호 눈물나 나쁜새끼.  "
354,  세월호 기사에 악플다는 것들 니 눈에 피눈물 날 줄 알아  
355,   <생일> 그러니까 세월호 이야기로 영화를 만드는 게 이른가 혹은 옳은가를 따져묻는 사람들에게 유가족의 곁을 숨죽여 지켜봤던 사람들이 수면 밖으로 고개를 내밀어 여기 사람들이 여전히 부둥켜안고 살아가고 있다고 배우들의 민낯으로 숨을 토해낸다 비극적 사건이 할퀴고 간 상처를 느린 시선으로 pic.twitter.com/eEku9WOqlN  
356,"  세월호 광화문 천막 철거…""더 밝은 곳에서 기억되길"" news.jtbc.joins.com/html/284/NB117…  "
357,"   차디찬 시멘트 바닥에 앉아 엄동설한 동장군과 맞싸우며 장시간 촛불 든 시민들이 옳았음을 새삼 확인하는 영상이라 자꾸 보게 됨. 세월호 참사 등을 비롯한 진실규명에 이제 겨우 첫발을 디뎠을 뿐인데, 왜 이리 눈시울이. 문프도 사랑하지만, 함께하는 시민들도 사랑합니다. twitter.com/i/status/11075…  "
358,"   5.18, 세월호 같으면 자다가도 벌떡 일어나 뛰어왔을텐데 국군과 순군선열은 관심도 없습니다. 문재인에게 있어 국군은 그저 대북관계에 걸리적 거리는 존재 같습니다. 문재인은 ""국군통수권자"" 가 아니라 ""국군 통수치는 사기꾼"" 입니다.  mnews.joins.com/article/234140…  "
359,  세월호 참사 희생자와 미수습자들의 추모 공간으로 이용됐던 천막 철거작업이 진행됐다. goo.gl/3Uhx8T  
360,"  세월호천막이 철거됐지만 끝이 아닙니다. 또다른 시작입니다. #더불어민주당 은 진상규명과 추모지원 활동을 이어가고 있으며 문재인정부와 사회안전시스템 정비 및 사법농단 수사에 박차를 가하고 있습니다.  사람중심의 안전사회, 그 어떤 노력이라도 계속 해나가겠습니다.  theminjoo.kr/briefingDetail…  "
361,"   [홍익표 수석대변인] 광화문 광장의 세월호 천막 철거는 ‘끝이 아닌 또 다른 시작’입니다.   슬픔과 분노를 넘어 위로와 안식의 공간이었던 세월호 천막은 ‘기억, 안전 전시 공간’으로 다시 태어나 광화문 광장에서 국민들과 함께하게 될 것입니다.  m.blog.naver.com/peace_hong/221…  "
362,   <문조 뻥공약> 문통은 대선 때 박 전 대통령의 '세월호 7시간' 논란이 불거지자 자신은 24시간 일정공개를 공약했는데... 지난 1일 이후 행적은 오리무중! 대선공약마다 뻥~  청와대집무실 광화문 이전도 뻥~ 5대 적폐자 공직임용 금지도 뻥~ 미세먼지 저감 공약도 뻥~ 공약은 파기하라고 있는겨?  
363,   광화문을 잠시 떠나는 세월호...  <뉴비씨에서 생중계중입니다>  youtu.be/Aef8EwMOV5g  
364,   조국방문할 때마다 찾았던 광화문광장 세월호 분향소가 4년8개월만에 철거됐다. 대신 이 자리에 '기억 안전' 전시공간이 들어선다. 세월호참사는 결코 잊혀지면 안 된다. 진상규명 이뤄질 때까지 가슴의 노란 리본 떼지 않을 것이다. 불행한 과거는 잊혀지는 순간 되풀이 된다는 것이 역사의 교훈이다. twitter.com/kyunghyang/sta…  
365,   ‘버닝썬 사건’이 불거진 저의도 의심한다. 자유당 한 핵심 당직자는 “정권도 그렇고 이낙연 총리도 그렇고 (버닝썬 사건) 키우려는 이유가 있는 것 같다”며 “결국 우리 때려잡기다”라고 했다. 이 사건 폭로를 주도하고 있는 방정현 변호사가 ‘세월호 변호사’라는 점 등을 근거로 한 판단이다  
366,   광화문 떠난 '세월호 영정'…고단했던 천막생활 마무리 news.jtbc.joins.com/html/769/NB117…  
367,   <나경원의원에게 묻습니다. 산케이 지국장은요?>세월호 7시간 비판기사썼다고 서울중앙지검에서 조사받고 재판까지 받은 산케이신문 지국장은 어떻게 된 겁니까? 일본에서 인권유린이라고 항의까지 하며 외교문제로까지 비화한 사건은 어떻게 생각합니까? 기자는 되고 민주당은 실명비판하면 안되나요? pic.twitter.com/y5tx67BBV2  
368,   💙우리 🌙달님🌙 은 세월호 사건때 무엇을 했을까요?💙 pic.twitter.com/3m7UoW1BXn  
369,"   흠. 일본 자민당 한국 지부 정당과 황교활의 아킬레스건은 세월호 진실규명입니다. 김학의 집단 약물 성범죄는 전초전이나 다름없는 거고요. 저들이 끝났다고 할 때, 비로소 본격적인 적폐 청산이 시작되는 겁니다. 그때까지 우리 시민들은 인내심과 매의 눈으로 중무장해야 하고요. 질겨야 합니다.  "
370,"   “공감과 분노”...유경근 위원장이 말하는 세월호 영화 <악질경찰>, <생일> gobalnews.com/news/articleVi… @고발뉴스 님이 씀  "
371,   광화문416광장 분향소의 세월호참사 희생자 영정 이운식을 3월 17일(일) 오전 10시에 합니다. 그리고 광화문416광장 재개관은 4월 12일(금)에 할 예정입니다.  광화문416광장은 앞으로도 세월호참사 진상규명을 바라는 피해자와 시민의 광장입니다. pic.twitter.com/sWxIVpW1Nn  
372,"   또 불거진 김학의 '별장 성접대' 의혹, 황교안 잡는 도화선 되나 news.v.daum.net/v/201903151001… 황교활 새끼 장관 재임때 정말 나쁜짓 많이 했다. 언듯 생각 나는것만 해도 김학의 성폭행 덮고, 부정선거 덮으라 외압행사하고, 통합진보당 해산 선봉에 서고, 세월호 조사 외압 적극 지시.. 셀 수가 없네!😠  "
373,   [‘눈물과 분노’가 함께 있어야 고인 웅덩이가 아닌 강물이 되어 세상을 바꿉니다.] 세월호참사 5주기를 앞두고 세월호참사를 떠올리게 하는 영화 두 편이 나옵니다. facebook.com/63302782345497… pic.twitter.com/N6R4Ncy9cD  
374,   문재인 되면 친일 청산도 하고 세월호 진실 규명도 하고 불합리한 규제 풀고 노동자 우대하고 일한 만큼 댓가을 받는 나라 만들어 줄거라 생각 했는데 현실은 친일청산은 개뿔 일본한테 찍 소리도 못하고 세월호는 잊은지 오래고 노동자 위하는척 하면서 이재용 똥꼬나 열심히 빨러 다니는 악귀을~~  
375,   목포 MBC가 세월호 참사 5주기를 앞두고 한달 간 특별 릴레이 인터뷰를 합니다.  mediatoday.co.kr/?mod=news&act=…  
376,"   ‘피해자의 권리’란 무엇일까? 세월호참사의 반복을 막기 위한 ‘대책’은 무엇일까?  아니, 세월호참사의 “실체”와 “교훈”은 무엇일까?  무엇이라고 생각하십니까??  "
377,"   [의원실] 국정원 대선 개입사건 특별수사팀 외압, 세월호 사건 수사 외압, 최순실 모르쇠, 박근혜 전 대통령 탄핵 부정 까지, 신경민이 말하는 황교안 (feat.죄 읽어주는 남자) 지금 바로 영상으로 확인해주세요! youtu.be/0BTX_Uoqohg  "
378,"   표창원 cbs 김현정 뉴스쇼 나와 오랜만에 밥값한듯   개자당 홍** ""김정은 수석대변인"" 표현은 외신을 인용한거다""  표창원 ""그럼 일본 산케이도 외신인데 세월호 7시간 동안 박근혜가 호텔서 ** 했다는 기사도 외신이니까 인용해도 되냐"" (입에 담기도 힘들다고 구체적이야긴 하지 않음)  "
379,"  세월호는 밝힌 것도 밝혀진 것도 없이  광화문 분향소와 함께 잊혀지기에 돌입. '기억공간'이라는 되도 않는 짓거리로 세월호의 진상규명을 가리려 함은 아닌지? 기억을 하기 이전에 책임자를 찾아내고 원인을 밝혀내는 게 순서 아니니?좆같은 새끼들끼리 현대,삼성 똥꾸녕이나 빨 줄 알지. pic.twitter.com/6LoAmXXkTi  "
380,"  세월호 마지막 분향소인 광화문 분향소가 일요일인 3월 17일에 철거된다니. 왜 이렇게 자꾸 치워버리려고 하는지 모르겠다. 세월호가 준 가장 큰 충격이라면 무슨 짓을 해도 절대 돌이킬 수 없는 것, 회복할 수 없는 것이 있다는 거잖아. 그걸 제대로 끌어안지도 못하는 이 사회가 정말.  "
381,"   햐, 이인간ㅋㅋㅋㅋㅋㅋㅋㅋ 18년 “민주당 후보 시장선거” ?????????  세월호 터지고도 새누리당 공천받으려고  그리 애쓰셨던분이?  지난 지선때만 해도 이재명을 아주 사랑하셨네😆  이병철과 이인간의 공통점이 있지. 이재명을 깜으로써 과거세탁을 하려는점. pic.twitter.com/FXSjPX8mGX  "
382,   탄핵전부터 믿지 않았다 세월호때 대통령이 어떻게 했는지를 보았고 돈과는 거리가 먼 분임을 긴세월동안 보아 왔기 때문에 엮인거라는 걸 익히 알고 있었다 아무리 정권찬탈 세력이 기획하고 날뛰었어도 자당내 배신자들만 아니었으면 탄핵은 불가한 일이었다 pennmike.com/news/articleVi…  
383,   이제 곧 세월호  추모기가 다가온다 탁현민이 또 머리 짜내고 있겠군 진짜 믿어지지가 않는다 문정부 들어선지 집권 3년차인데 지금껏 아무것도 세월호 진상조사는 어떻게 되고 있지 약속했었지 않나? 기대가 없으면 실망도 없지 촛불이 만든 정부였는데 촛불의 바램은 단 한가지도 이루어지지 않았다  
384,   박주민  굉장히 의심스럽다 세월호팔아 국회의원이 된후에 세월호를 위해 뭘했지 똥파리들이 은근 박주민의 주위에있다 말은 그럴싸하지만 실질적으로 해낸것 전무하다 이재명제명때 제일 강력히요구했고 말도안되는 판결문분석으로 김경수를 옹호했다 똥파리들 배후중 하나일 가능성크다 개인생각이다 twitter.com/yoeman6310/sta…  
385,   빨리 선거법 패스트트랙 지정해서 자한당 쓰레기들 싹 다 치워버리고 세월호참사 특별법에 수사권 넣는 개정도하고 개혁입법도 싹 다 합시다!!! pic.twitter.com/qAGbBT9ppO  
386,   광화문광장에서 스텔라데이지 호 가족 분들과 세월호 노란리본 공작소 지키시는 분들 뵙고 왔습니다. 다행히 심해수색 통해 #스텔라데이지 호 선체 발견하고 블랙박스 수거했지만 같이 발견된 유해 수습 못하고 구명벌 수색 이뤄지지 않아 안타까워하고 계십니다. 해수부 외교부와 더 노력하겠습니다. pic.twitter.com/0AsaoZ6DWQ  
