,Text
603,"   해경 123정은 선장과 선원만 구출하고 현장을 떠나버렸습니다,  또한 세월호 참사 사건은 당시 국가가 위기에 빠진 국민의 구조 책무를 명백히 방기하고 조작과 은폐했으며 짜집기로 국가가 방치한 사건입니다, | v.media.daum.net/v/201710132120…  "
604,  세월호 희생자 분들 중 한분인 故 이영숙님의 장례식에 다녀왔습니다.   이영숙님은 제주도에서 외아들과 살기 위해 세월호에 이삿짐을 싣고 가시다 변을 당하였다고 합니다. 그 황망한 아픔을 조금이나마 위로해... fb.me/7eunbL3aJ  
605,"   박지원 ""조작된 세월호 30분도 구속연장 사유된다…박근혜 구속연장 재판 받길"" 그렇다면 김정일에게 4억불 갔다가 받친 네넘은 참수를 당해야한다 죄짓넘들이 죄없는 사람을 벌주라고 하는 졸라도는 주뎅이 닫쳐라 곧 졸라도 피 눈물 흘린다 pic.twitter.com/RTz5mQfy0l  "
606,"  세월호 사건 직후, 뉴스를 볼 때마다 아이들 어떡하니 하며 안타깝게 혀를 차던 발행인의 딸이, 어느날 점심을 같이 먹다가 나를 보며 불쑥 ""자기는 자식이 없어서 어떤 마음인지 잘 모르지?"" 했다. 순간 말문이 턱 막혔다.  "
607,   [또 다시 촛불이다!! 아이들의 명령이다!!] “세월호참사 진상규명을 조직적으로 방해하며 저항해 온 박근혜와 새누리당(자유한국당)은 반드시 처벌받고 해체되어야 합니다!!” pic.twitter.com/fTYkFKah79  
608,   박근혜 전대통령의 구속기간이 연장되었습니다. 10월 17일부터 내년 4월 16일까지 최장 6개월. 10월 17일은 박정희의 유신독재가 시작된 날이고 4월 16일은 세월호참사 발생일입니다. 자업자득 (自業自得) 결국 뿌린대로 거두는 법입니다.  
609,   아주 진짜 이런 영화가 없네 4/16 잘못을 뼈속깊이 느끼라고 구속 연장일을 세월호 4주기인 2018년 4월 16일로 딱 맞춰주네  박근혜 구속기간 연장… 최장 내년 4월16일까지 mediatoday.co.kr/?mod=news&act=…  
610,   구속기간 연장에 따라 박근혜 전 대통령은 오는 2018년 4월16일 밤 12시까지 구속 상태가 유지된다. 언제였는지 잘 기억도 못하시던 세월호 사고 일자를 이제는 잘 기억하시겠네요.   v.media.daum.net/v/201710131758…  
611,"   ""증거인멸 우려"" 朴 구속연장…세월호 4주기 '4월16일'까지  소름돋는 결정입니다. 죗값을 꼭 치루어야한다는 암시같습니다. 18년 4월 16일 까지 이 딱딱 맞는 날짜는 세월호 아이들이 잊지말아달라고 하는 것 같네요..진실은 반드시 밝혀질겁니다. pic.twitter.com/px9LUlZBhD  "
612,"   jtbc 앵커 ""정우택, 청와대 세월호 문건 정치공작적 행태라며 국정조사 추진하겠다고 했다. 보고시간 조작에 대해서는 한마디도 안 했다.""  시비, 선악, 충간을 이렇게 분명히 가려서 보도하는 것이 언론이다.  "
613,"  세월호 유족들이 문대통령에게 감사했습니다. 그들이 가장 힘들고 절망적일 때, 문대통령이 함께 고통을 나누며 그들 곁을 지켰기 때문입니다.  문대통령의 단식을 ‘자살방조’로 매도했던 사람들, 이제라도 세월호 유족과 문대통령에게 사과해야 하지 않을까요?  "
614,"   자한당이 세월호 관련 문서 조작 사실을 왜 이 시점에 밝히느냐고 따집니다. 특검의 청와대 조사를 방해하고 관련 문서를 밀봉한 황교안과 한광옥을 불러다 따질 일입니다.  자기 주변이 전부 '악'인 존재를, '악의 축'이라고 합니다.  "
615,"  세월호 유가족 '문재인 대통령 감사합니다'  슬퍼할 일에 슬퍼하고 화낼 일에 화내며 감사할 일에 감사하는 게 ‘인간’입니다.  세월호 유족들을 ‘불순세력’으로 몰아 적대시한 자들은, ‘인간’의 적입니다.  v.media.daum.net/v/201710131223…  "
616,   박근혜 청와대 세월호참사 당일 보고서 조작 및 은폐공작 규탄 긴급기자회견을 했습니다.  기자회견문(사진)과 관련 기사를 공유합니다.  <기자회견 보도기사> v.media.daum.net/v/201710131340… pic.twitter.com/o4F7mdsKM5  
617,   안빠들이 세월호 얘기만 나오면 열폭하는 이유. 세월호때 민주당 당대표가 안철수였는데 한게 없음. 그리고 재보궐 말아먹고 당대표 때려치고 도망갔는데 문재인이 단식 시작  안철수한테 등돌린 세월호 유가족 문프한테 감사하다고 소리치는 세월호 유가족 pic.twitter.com/TZBt4XRIFb  
618,"   '세월호 문건'에 불 뿜은 정우택 ""청와대 현장 조사해야"" 특검이 청와대 현장 조사하겠다고 할 땐 그렇게 펄펄 뛰더니.. 인간의 양심까진 바라지도 않습니다. 하지만 포유류의 기억력 정도는 가져야죠. omn.kr/odkq  "
619,  세월호 유가족 '문재인 대통령 감사합니다' v.media.daum.net/v/201710131223… 문재인 대통령의 진심을 세월호 유가족 분들이 알아주셨네요. 완전한 진실이 밝혀질 때까지 힘내시길. 문 대통령과 지지자들이 함께 응원합니다.  
620,   A deep cut: Pink Floyd - Comfortably Numb open.spotify.com/track/5HNCy40N… #세월호  
621,  세월호 유가족 '문재인 대통령 감사합니다' | 다음뉴스 v.media.daum.net/v/201710131223… ㅠㅠㅠㅠㅠㅠㅠㅠ  
622,  세월호 이영숙씨 오늘 영결식. bit.ly/2xD76nS 세월호 참사 3년 만에 유해를 찾았던 이 씨의 영결식은 목포신항서 열려. 부산에서 장례식을 치른뒤 인천가족공원에 마련된 세월호 희생자 추모관에 고인의 유해를 안치할 예정. pic.twitter.com/pONLrYnW1g  
623,"   김이수 헌재소장 대행의 지위는 그대로 이고, 나머지 헌재 재판관들도 동의하는데 야당들이 헌재 국감을 거부한다고 하네요. 박근혜 탄핵에 대한 헌재 보복이고, 세월호 생명권 침해 지적한 김이수 재판관에 대한 복수라 봅니다.  "
624,"   <이영학보다 더한 인간들..박근혜 정부 인사들은 인간이 아니었다> 세월호 '7시간', 실제론 '7시간 반'이었다 (출처 : 연합뉴스 | 네이버 뉴스) naver.me/xoxldHeN  "
625,   [페이스북 생방송] #더불어민주당 제148차 최고위원회의 - 세월호 사건 사실조작의 끝은 대체 어디까지!? #김대중 #노무현 #문재인 ★민주당 대통령 메이커★ #추미애 fb.me/E41aXBbd  
626,   쏟아지는 이명박근혜 정권의 온갖 추악한 진실들에 질식할 것 같은 느낌입니다. 특히 세월호 첫 보고 시각을 속이고 청와대 책임을 줄이는 대통령훈령의 사후 빨간펜조작. 농단도 이런 농단이 없습니다. v.media.daum.net/v/201710122040…  
627,   자요 발정당 민경욱 청와대 대변인 때 세월호 참사 브리핑 하면서 쳐 웃으며.. 국가 위기관리 기본지침 불법으로 조작하고 발표 했구나..  민경욱 자요발정당 국개의원 욕나온다! 부끄럽지 않냐? 거짓말 브리핑!😤 pic.twitter.com/D2ACsZZGDg  
628,"   朴정부 세월호 문건 조작, ""이때 명령 내렸으면 다 살릴 수 있었는데.."" - 중앙일보 정은혜기자  다음뉴스 v.media.daum.net/v/201710122040…  "
629,"   너무 화가 납니다, 세월호 참사로 희생된 304명의 영혼들이여 이 인간들을 절대로 용서하지 마세요, v.media.daum.net/v/201710122040…  "
630,"   ""가슴 아픈 세월호 사건의 정치적 이용은 이제 그만둘 때도 되지 않았는가""(자유당 대변인 전희경) '생명의 문제'를 '정치적 문제'로 전환시켜 박근혜의 죄를 은폐한 게 '정치적 이용'입니다. 자유당의 DNA에 새겨진 비루함은 어쩔 수가 없네요.  "
631,"   누가 정치적으로 이용했나요? 박근혜는 2014년 유가족을 청와대에 초대하고 안아주는척하며 정치적으로 이용하고 6.4선거에서 대승을 거뒀습니다.  與 ""세월호 보고시점 조작, 경악""..한국당 ""정치적 이용 말라""v.media.daum.net/v/201710121832…  "
632,   국회는 세월호 참사 당일 청와대 보고문서 자료제출요구안을 의결해야 합니다!  왜 황교안대행이 대선이 한창이던 지난 5월에 세월호 관련 자료를 대통령기록물로 봉인했는지 드러났습니다. 국회의원 재적 3분의 2가 의결하면 열람과 사본제작 등이 가능합니다.  
633,   [긴급 기자회견 알림]  ‘박근혜 청와대 세월호참사 당일 보고서 조작 및 은폐공작 규탄 기자회견’  - 2017.10.13(금) 오전 10시 30분 광화문416광장 - 4.16가족협의회/4.16연대/4.16국민조사위원회  
634,"   [JTBC 뉴스룸] ""청와대, 재난 컨트롤타워 아니다"" 법적근거 마련 위해 지침도 '불법 변경' bit.ly/2gfbWjv 박근혜 청와대, 세월호 참사 이후 국가위기관리 기본 지침을 빨간 볼펜으로 줄 긋고 손글씨로 수정. pic.twitter.com/CbbMLcpMDD  "
635,"   [단독] 박근혜 청와대 '세월호 대응 문건' 입수 ""7시간 조사 막아라"" 민주당 이재정 의원실이 입수 pic.twitter.com/8EiXfYg6Lh  "
636,   청와대는 콘트롤타워가 아니(었던 것으로 해야했)다. 박근혜 전 대통령은 세월호 사고를 늦게 알았(던 걸로 해야했)다. goo.gl/m8MCbq #전혀_거짓말하지_않았다는_김기춘 pic.twitter.com/IqGbSwrYc0  
637,   Leave your rate for otomotifmobil to make it more popular. #otomotifmobil #세월호 goo.gl/Y61oBq  
638,   [Breaking] Impeached president Park Geun-hye has been accused of manipulating documents related to the Sewol Ferry Disaster #세월호 #SouthKorea twitter.com/JTBC_news/stat…  
639,"   9시 30분이 최초보고가 맞다면, 그 시간은 세월호가 완전히 뒤집히지 않았을때다, 박근혜가 다 죽인거 맞네  "
640,"   박근혜 한 명의 죄를 덮기 위해 새누리당과 공영방송과 족벌언론과 대형교회와 양아치 단체들이 일치단결해서 세월호 유족들을 괴롭혔습니다. 저들 사이의 더러운 네트워크를 샅샅히 밝혀내고 철저히 해체해야, '나라다운 나라'가 됩니다.  "
641,   Ratings of teknovanza at @WebStatsURL. #teknovanza #세월호 goo.gl/pSfw7A  
642,"   ""박근혜 청와대, 세월호 참사 당일 상황보고 일지 사후 조작 "" 이명박 일당의 더러운 여론조작에 속아 박근혜 찍었던 사람들, 이명박을 절대로 용서하지 말아야 합니다. 그게 세월호 아이들에게 속죄하는 길입니다. goo.gl/Ruziuy  "
643,   오늘(12일) JTBC 8시 뉴스에 주목해주세요. 김기춘이가 한 세월호 관련 지시사항을 분석한 보도가 나갑니다. 정말 꼼꼼하고 치졸한 짓을 또 다시 확인할 수 있습니다.  
644,   박지원의원은 과녁을 잘못 짚었다 세월호최초보고시각을 조작하고 청와대는 재난콘트롤타워가 아니라고 훈령까지 조작한 적폐세력을 향해 활을 쏴야 할 때다 적폐청산도 아직 안 끝났는데 역사적 책무를 성실히 이행한 김이수헌재소장을 부결시킨 것이 잘했다는 것인가?  
645,"   <박근혜 정부, 조각조각 다 조작이네요>세월호에서 생명이 스러져갈때 그들은 조작질이나 하고있었다니. 최순실국정농단, 국정원-국방부 댓글조작 문체부 블랙리스트, 김대중-노무현대통령 폄훼까지...천벌을 받아야 하고 극형에 처해져야 한다. 참 한심한 정권. pic.twitter.com/5ckfKRPqR6  "
646,"   조작했을거라는 의혹을 가지고 있었지만 증거가 없어 3년반이라는 시간동안 차가운 길거리에서 싸워왔습니다. 이제 7시간도 밝혀야 합니다.  靑 ""세월호 첫 보고시점 '30분 뒤로' 사후조작 드러나""(종합) v.media.daum.net/v/201710121629…  "
647,   핵폐기물 자당 민경욱/청와대 대변인 때 세월호 참사 브리핑 하면서 쳐 웃고 한 게 국가위기관리 기본지침 불법으로 조작하고 발표 했구나  민경욱도 당장 수사해라 503호 정권 청와대 세월호 관련 된 사람들 모두 수사해라 pic.twitter.com/9YpSEyg52R  
648,"   ""세월호 7시간"", 끝까지 밝히지 않았던 이유, 이것이었습니까? 그 긴 시간 동안, 조작과 속임수 뿐이었던 것을 들키지 않으려고?  theminjoo.kr/briefingDetail… #더불어민주당  "
649,   <10/12(목) 15:30 전임 정부 세월호 문건 관련 임종석 대통령비서실장 브리핑> 세월호 사고 당시 상황 보고일지를 사후에 조작한 의혹과 국가위기관리 기본지침을 사후에 불법적으로 변경한 자료가 발견되었습니다. pic.twitter.com/GkW5tQkh5O  
650,"   [속보] 박근혜 청와대, 세월호 문서 사후조작…""박근혜 청와대, 세월호 사고 당시 상황보고일지 사후 조작"" ""세월호 이후 위기관리메뉴얼 불법 변경"" ""세월호 최초 상황 보고 시점 30분 늦춰"" pic.twitter.com/KZlmkDjbrw  "
651,"   [속보] 임종석 청와대 비서실장 긴급 브리핑…""박근혜 청와대, 세월호 관련 문서 사후조작 의혹""  "
652,   [속보] '세월호 당일 문서조작' 브리핑 ① - 박근혜 정부 시절 #세월호 관련 문서조작 의혹 - 세월호 사고 당시 상황보고 일지 사후 조작 의혹 - 세월호 발생 당일 대통령 보고시점 일지 사후조작 bit.ly/1e0wyVF pic.twitter.com/DD7NPGyRw9  
653,   문재인에겐 없던 권력욕이 생기게 된  큰 계기가 세월호 사고였음 대통령이 나였더라면..하는 자책과  아무것도 할수있는게 없다는 자괴감과 그리고 이대로는 더이상은 안된다는 위기감  내가 힘이 있어야 바꿀수 있다는 이타적 권력욕  
654,"   썬님 트윗글 ""5년 전에 전국 돌며 경호했던 경찰관님들이 '다시 돌아와서 후보님 모시고 싶다'고. 한참 전 부터 그랬습니다. 세월호 단식 하실 때도 옆에 와서 지켜보고 있었다고. 다시 한 번 지켜드리고 싶고, 이번에는 이기고 싶다고""  잘지내시나요~~ pic.twitter.com/TuO5ztBBkK  "
655,   안찰수 이새끼가 안종대왕이라고? 세월호때 한 짓거리만 봐도 이놈이 얼마나 이명박근혜와 결이 같은지 알 수 있다. 세월호 유가족들이 안철수 싫어하는거 보면 답이 나온다. huffingtonpost.kr/2014/05/01/sto…  
656,"   공지영씨 글에서 문대통령과의 일화를 본 적 있는데, 문대통령이  ""가장 어려운 일이 밥 굶는 거라서 한번도 단식은 해본 적이 없다""고. 그래서 그 후 세월호 유민아빠와 함께 단식하고 있는 것을 보고 맘이 아팠다고 썼던 글이 생각나네요.  "
657,   추석명절을 보내시면서 미수습자들을 잠시 잊고 있었던건 아닌지. 뼈 1점이라도 애타게 기다리는 미수습자 가족들이 있습니다. 부디 다섯분중 한분이길 기도합니다.  세월호 진흙 분리과정 중 사람 뼈 추정 1점 발견 v.media.daum.net/v/201710111111…  
658,"   박근혜는 어떻게 ""집에가고 싶다.""말을 하냐? 차가운 바닷물에서 목숨잃은 세월호 아이들도 집에가고 싶었다. 단 한번만 생각했다면 할수있었을까 뚫린입이라고 시발 지금까지 한 짓을봐. 언제한번 성실히 수사,재판에 임한적있는지,풀어주면 증거인멸 물론이고 백빵 장난칠거 뻔한데 도주위험없단다.  "
659,   김한길 안철수가 새정치연합 당대표 때 세월호 침몰후 다음날 팽목항에 한번 가고 제1야당 대표들인데 그 다음부터 수일동안 언론에서 사라져 버림 아니 시발 당대표면 뭔 대책을 세우고 정부를 압박하든가 골치 아프니 안보이더라고 졸라 무책임에 극치  
660,  세월호는 안빠들 컴플렉스임. 왜냐 그때 민주당 당대표가 안철수였는데 그때 안철수는 한게 없거든. 그리고 그걸 안빠들도 잘알고 있어서 세월호 얘기만 나오면 눈이 돌아가는거  
661,"   법원은 조윤선을 구속시켜라,  조윤선, 2014년 세월호 특별법 제정을 촉구하는 단식농성을 동조단식으로 둔갑시켜 문재인에 '자살방조' 여론조성 지시한 정황이 법정에서 나왔습니다, v.media.daum.net/v/201710101215…  "
662,   여수 평화의 소녀상이다. 길건너 이순신 장군이 긴칼을 차고 소녀상을 지키고 있다. 세월호리본 대하는 시민들 자세도 지역따라 차이가 크다. 차량에 대형 노란리본 스티커를 당당히 부착하는 지역도 있고 내 옷깃에 부착한 작은리본에도 시비하는 지역도 있었다. pic.twitter.com/OyC3p8ndRJ  
663,   노란리본은 다시는 이런 일이 일어나지 않게 하겠다는 미래와 안전의 약속입니다 노란리본에 대해 반문하는 사람들에게 내 가족의 일이라고 말씀해주십시오 세월호의 슬픔에 공감하고 함께 해주시는 우리 모두의 일입니다  m.goodmorningcc.com/news/articleVi…  
664,   <가는길 험난해도 웃으며 가겠습니다>초선때 조중동과의싸움-18대총선 보수언론공격 낙선-19대 서울최상위권 성적 당선-국정원과의 싸움-세월호 단식-최고위원당선-징계-컷오프-더컸유세단-가족 공격. 영광보다 고난의 길이지만 여러분과 함께 웃으며 가겠습니다  
665,   3년이 지나도록 트라우마에서 벗어나지 못하는 세월호 피해자들. 국가 차원에서 적극적인 관심이 필요합니다. fb.me/9kZRNtZEW  
666,"   주어 없다, 봉하 아방궁, 기록물 절도범, 형광등 100개의 아우라, NLL 팔아먹은 매국노, 세월호 참사는 단순 교통사고, 문재인은 공산주의자...  저런 말들로 사기 쳤던 자들이 아직 당당한 건, 우리 국민에게 부끄러운 점이 남아있기 때문입니다.  "
667,"   [단독] 황교안, 세월호 수사 외압 드러났다 v.media.daum.net/v/201705290506…  법무부 검찰국장·과장도 외압행사! 검찰청법 위반.. 직권남용 될수도.. 황교활도 범죄가 하나씩 드러 나는 구나! 죄값을 달게 받아야지!!!  "
668,   방명록 내용을 미리 준비해서 가시는줄 알았는데 쓰기 전에 저런 표정으로 수초 고민하다가 펜을 드신다.세월호 기억의 교실에서 쓰시는거 보고 준비없이 당장 생각해서 쓰시는구나 생각했다. 그런거 보면 방명록의 내용이 항상 감탄스러움ㅋ pic.twitter.com/xH5g22oVDH  
669,   라스베가스 총기난사 희생자들에게 동정심 느껴지지 않는다고 언급한 미 CBS 부사장이 해고됐다. 우리나라에도 이런 인간들 많다. 세월호 희생자가족을 시체장사로 매도하는 인간들이다. 이번 조국 여행에도 세월호 뱆지 때문에 여러차례 곱지않은 시선을 느꼈다. twitter.com/newsvop/status…  
670,"   이 놈의 범죄자는 범행만 드러나고 구속이나 수사가 안 되는 이유가 뭔가? [단독] 황교안, 세월호 수사 외압 드러났다 v.media.daum.net/v/201705290506…  "
671,"   2008년 광우병 촛불집회부터 세월호, 백남기 농민 참사 진상규명 집회· 박근혜 탄핵 촛불집회, 용산화상경마도박장 폐쇄의 주역, 재벌의 횡포에 맞선 민생지킴이 #안진걸 #참여연대 사무처장님~ 늘 건강하시길^^ v.media.daum.net/v/201710051000…  "
672,"   靑 ""즐거운 추석, 세월호 가족들도 생각해달라"" v.media.daum.net/v/201710051305…  "
673,"   주변에서 영화 뭐 볼까 할 때 아이캔스피크 추천하다가 놀란게, 많은 사람들이 일본군 위안부 소재를 '정치적으로 호불호가 갈리는' 주제라고 생각한다는 거였다. 광주 또는 세월호가 그랬듯이.  "
674,   🎗광화문 416광장 세월호분향소 2017년 10월 4일 (수) 가족&시민 한가위 합동차례 pic.twitter.com/FWX2Y9W4Z7  
675,"   추석에 가족을 만나지 못하는 가슴 아픈 사람들이 있습니다. 세월호 가족들과 어려운 이웃들을 돌아보는 추석이 되었으면 좋겠습니다. 세월호 희생자들의 영정을 모신 안산화랑유원지 합동분향소 전광판에 추석인사를 보내실 수 있습니다. #1111 편안하라고, 꼭 기억하겠다고. 안부를 전해주세요.  "
676,"   이시키가 그시키입니다,  세월호 유가족과 많은 사람들이 광화문에서 단식투쟁 할때 '이제는 세월호 농성 끝내자'며 폭식투쟁 선동 한 자유대학생연합 지도교수이자 연세대학교 경제학과 김정호 적폐입니다. pic.twitter.com/2en0QhlcYP  "
677,   '이재명 나비효과' 전통시장 살렸다  v.media.daum.net/v/201710022208… ㅡ새누리 청와대와 새누리 국정원의 탄압속에서도 세월호 깃발을 시청앞에 당당히 걸어 회날리게 했던 시장이시죠. 경기도로 이사가서 이재명 복지 아래 살고 싶네요.  
678,"   SBS 논두렁시계 이승재, 세월호음모 조을선 -  jtbc 노룩취재 박병현 - 아시아경제 시계팔이 황진영 - 연합뉴스 가스관 이승우 - 한겨레 울먹안빠 하어영, 덤벼라문빠들 안수찬 등 기레기들아! 추석연휴 잘 보내라~ 우린 너희 안 잊고 있어! ㅋㅋㅋ  "
679,"   “3년 전, 세월호 유가족 앞에서 ‘폭식 투쟁’을 벌였던 일베와 이를 지지했던 보수단체 회원들. 혹시 기획자가 있었을 거란 의심은 무리일까요?”  3년 전 추석 끔찍했던 기억 일베 '폭식 투쟁' 기획자는? crowdpapa.com/view/user/main…  "
680,"   결국은 3년전 추석연휴맞이 (단식시위하던)세월호유족들앞 '치킨•피자•치맥파티'열던 일베들이 국정원 관제시위 라는거 아니냐?  죽이고 모욕하는게, 노통에게 한 수법과 똑같잖냐?  홍준표가(문정부가 MB에게 계속 그러면)""노통가족 고발한다""는 수법도? pic.twitter.com/HQSxg4cdJx  "
681,   국정원 막장 ‘상상 그 이상’.. 일베 세월호 ‘폭식투쟁’은? - 고발뉴스닷컴 gobalnews.com/news/articleVi…  
682,"   그리고 말난김에 그 잘난 단,병설 병크는 인간성 뜯어지게 욕들 해놓고 지금 욕한대로 단설확대 했어요? 사드는 사람인격 갈아마셔놓고는 이명박이마냥 외국 나갈때 경찰들로 밀어가지고 설치 안했어요? 세월호는 해결돼가지고 저러고 웃고 돌아다닙니까? 별...  "
683,   자식을 잃은 세월호 유가족분들 목숨을 걸은 단식중일때 일베들이 몰려와 세월호 유가족분들 앞에서 폭식 개말종 짓을 서슴치 않고 했다  이제야 일베 폭식의 배후가 국정원 이란다! 기가 막힌다!  거기다 일베에서 문대통령 암살단 모집!  일베 폐쇄하라!! pic.twitter.com/2j8uneQMbQ  
684,"   노무현+코알라 노알라! 국정원에 영혼을 팔아처먹은 심리학자 작품!  김여진,문성근 나체 합성사진 국정원 작품!  세월호 유가족 앞에서 일베들 치킨파티도 국정원짓!  18대대선 부정선거도 이명박의 국정원짓!  국민들 사찰짓 국정원짓! 쥐색히 구속하라! pic.twitter.com/0aG60VDnNu  "
685,"   정의당, “신고리 백지화 공약 파기 안철수, 세월호 선장과 뭐가 다른가""  좀 전에 저런 싸이코패스 안신병자를 대북특사 적격이라며 추켜세우더니..  "
686,  세월호에서 뒤늦게 유해가 수습된 단원고 학생 조은화·허다윤양이 긴 수학여행을 마쳤습니다  news.khan.co.kr/kh_news/khan_a…  
687,   2014년 지방선거때 세월호 참사직전 안행부장관 출신 유정복을 옹호하기 위해 인천시청까지 몰려와 세월호 책임이 인천시에 있다고 허위사실유포 반대집회를 주도한 어버이 연합의 기동성과 신속성은 배후가 없으면 불가능v.media.daum.net/v/201709251719…  
688,   추석연휴라고 3일부터 7일까지 세월호 수색수습작업도 중단한다는데... 다섯분 미수습자 가족들에게는 유난히 쓸쓸하고 외로운 추석일 것 같아 걱정입니다.... pic.twitter.com/ajU5OtAUuV  
689,"   일부 자유당 분들 착각, ""노대통령 건드리니 벌떼처럼..."" 천만에요. 5.18 피해자, 세월호 피해자, 블랙리스트 피해자, 위안부 피해자 등 당신들이 허위사실로 사자 명예훼손하고 유가족 폄훼 모욕할 때 마다 시민들은 분노합니다. 정치보복? 천만에요.  "
690,"   오늘은 故백남기 농민 1주기이다 고인의 존엄과 명예회복을 위해 많은 국민이 불의에 맞서 정의를 이루었다 민주당은 국민과 함께 세월호 진실과 故백남기 농민의 진상을 밝히겠다 인권이 존중되는 세상, 국민이 우선인 대한민국을 위한 최소한의 도리이기 때문이다  "
691,"  세월호 희생자 고 조은화, 허다윤 양이 1259일만에 안식에 들어간다 '이별식'영정 속 두 소녀의 밝은 미소에 미안함이 더욱 아프게 다가온다 국가의 근본은 국민이고 기본은 국민을 지키는 것이다  국가는 국민의 생명과 안전을 소중하게 여겨야 한다  "
692,  세월호 조은화 허다윤 학생이 안산 단원고에 도착했는데 학교는 눈물바다가 되었습니다. 3년 5개월만에 돌아온 은화와 다윤이가 후배들과 함께 한 짧은 시간을 휴대폰 사진에 담아 현장화보로 올립니다. mongu.net/1194  
693,"   힘든 시간들 잘 견뎌주신 부모님과 가족께 감사드립니다. 모든 세월호의 별들이 영원한 평화와 안식을 찾을 수 있도록 남은 우리가 최선을 다 하겠습니다. 이제는 따뜻하게'..은화·다윤이, 털실이불·곰인형과 입관 v.media.daum.net/v/201709250940…  "
694,"  세월호참사 후 1,258일(9/24) 마치 내 마음을 보는듯. pic.twitter.com/CkhXiHv908  "
695,"   ""잊지 않고 기억할게""..세월호 은화·다윤이 보내는 발길 이어져 | 다음 뉴스 v.media.daum.net/v/201709241724…  "
696,   미수습자 가족의 목소리를 담으러 목포신항에 다녀오고 난 후 정말 몇 년만에 커피한잔 마시며 여유를 찾았는지 모릅니다.  아직 세월호는 시작도 못했는데. 이래도 되는건지 한편으로는 마음이 편하지가 않더군요. 우리는 언제 마음의 여유를 찾을 수 있을까요. pic.twitter.com/aShtq2eMga  
697,   뉴비씨 인터뷰에서 유민아빠 말씀 가장 힘든 적폐를 떠안은 정부다. 대통령 믿고 기다릴려고 한다. 나도 마음은 세월호부터 빨리 해결해 달라고 하고 싶지 않겠느냐. 대통령이랑 장관만 겨우 바뀌었다. 나머지 적폐들 그대로인데 할일이 얼마나 많으시겠냐?  
698,  #세월호 #허다윤 #조은화 #이별식 서울시청 본관 8층. 내일 아침 안산 모교를 들러 영원한 안식을 위한 이별을 합니다. 오늘 들러주시면 은화와 다윤이는 물론 부모님들과 우리 모두에게 무척 의미있을듯 합니다. facebook.com/cwpyo/videos/1…  
699,   임경선도 세월호 동조단식한 문재인 대통령에게 막말한거 사과 한마디 없지?  
700,   은화.다윤양 이별식 방문한 여니총리 세월호의 고통은 우리 사회가 진 빛이다/은화 다윤 둘이 손 꼭 잡고 하늘에 있는 친구들 만나면 꽃길만 걸어 미안해 지켜주지 못해ㅠㅠㅠ pic.twitter.com/H91KiCBZ4V  
701,"   이낙연 총리, ""세월호의 고통은 우리 사회가 진 빚이다. 사회 구성원들이 채무자라자는 마음으로 세월호 가족들에게 따뜻한 온기를 보내주시고 세월호 가족들이 쓰러지지 않게 지탱해 주길 바란다"" ㅠㅠ 세월호는 절대 마르지 않을 고통이고 눈물이다.  "
702,   단원고 조은화·허다윤양의 유해가 23일 목포신항을 떠났습니다.  세월호 침몰 후 3년만입니다.  news.khan.co.kr/kh_news/khan_a…  
703,   인생에서 절대로 겪어서는 안 되는 가장 참담한 고통을 세월호 가족들께서 겪고 계십니다. 가족들 가운데서도 미수습자 가족들은 더욱 참담한 일을 겪으십니다. 세월호는 우리 사회의 빚입니다. <내용 더 보기 goo.gl/A6EgZ3>  
704,   3년 5개월... 은화와 다윤이가 세월호 현장을 떠나 조금 전 서울대병원 장례식장 안치실에 도착했어요. [현장화보] mongu.net/1193 pic.twitter.com/33i7wF69kR  
705,"  세월호 미수습자였던 조은화,허다윤 학생이 3년 5개월 만에 우리 곁으로 돌아옵니다.내일 토요일인 23일 오후 2시30분부터 3일간 서울시청 본청 8층인 다목적홀에서 조문객들을 맞을 예정입니다.누구나 오실 수 있으니 은화엄마와 다윤엄마 위로해 주십시오.  "
706,"   다윤이와 은화가 이제 유민이와 친구들을 만나러 갑니다. 그동안 무섭고 힘들었을 다윤이와 은화... 친구들과 행복하게 지내야 한다...  '3년만에 돌아온' 은화·다윤양, 생일 앞두고 세월호 떠난다 | 다음뉴스 v.media.daum.net/v/201709221123…  "
707,"   '3년만에 돌아온' 은화·다윤양, 생일 앞두고 세월호 떠난다 ow.ly/9lJF30flbRY #세월호 pic.twitter.com/HZN9Arj5NH  "
708,   내일 세월호 미수습자 였던 은화와 다윤이가 돌아옵니다. 많이 와 주세요. 23일 서울시청서 세월호 희생자 조은화·허다윤양 이별식 | 다음뉴스 v.media.daum.net/v/201709221051…  
709,   황석영 작가는 ‘세월호 참사 문학인 시국선언’에 참여한 이후 집중적으로 감시와 배제를 받아왔다고 밝힌 바 있습니다.  news.khan.co.kr/kh_news/khan_a…  
710,"   해수부 직원 폭행한 세월호 유가족에 선고유예, 세월호 유가족은 사람은  뚜드러 패도 모든게 특권 이네 참대단한 세월호  유가족 좋겠다 또 뚜드러 패라  그래도 감방 안가니  "
