,Text
573,"   김어준은 이재명 평가나 하고 있을 때가 아냐. 당신 앞가림이나 똑바로 해. 사람이 그렇게 음흉하냐. K값에대해서도, 세월호 닻에 대해서도, 이재명 문제에 대해서도 다 침묵. 다 외면. 사람이 그렇게 의뭉스럽고 음흉해서 무슨 언론일을 한다고.  "
574,   🎗세월호참사의 진실을 탐구하는 <대학생특조위> 🎗 👩‍🏫함께 활동할 대학생 조사관을 전격 모집합니다!!!👨‍🏫  자세히 보러 가기=>facebook.com/13760460361468…  
575,"   [6·4지방선거]신영수 ""이재명시장, 언딘 특혜지원 의혹"" 최종수정 2014.05.26 18:20 [성남=이영규 기자]세월호 침몰사고 과정에서 부실 구조 논란에 휩싸인 성남시 판교 '언딘 마린 인더스트리'(언딘)에 대해 성남시가 지급보증 및 이자 등을 특혜 지원했다는 주장 제기. asiae.co.kr/news/view.htm?…  "
576,   ✍️세월호 침몰 희생자 구조에서 민간 잠수사들을 막은 업체 '언딘'은 성남시 판교에 입주해 있습니다. 그 회사'언딘'에 지급보증해주며 매월 84만원의 이자를 대납해주다 그 일이 밝혀지고 부랴 부랴 이자 지급을 취소한 이재명. 여러분! 이재명은 이런 자입니다. pic.twitter.com/zDoDpzKbCD  
577,"   ""세월호처럼 완전 침몰했다""..  자기들의 잘못으로 지방선거 참패하고 세월호 참사에 비유한 충격적 망언을 한 자유한국당 정진석 의원은 즉각 국회의원직 사퇴하라! #자유한국당 #정진석 #세월호_망언 v.media.daum.net/v/201806152017…  "
578,"   한국당 정진석 ""세월호처럼 완전 침몰했다"" 논란  니들은 자업자득이지만, 세월호애들은 무슨죄냐? 비교할 데다 비교해라,  이 악마같은 자들아! 머리에 떵 밖에 안들어 있는가? 반성은 안하고  말장난을 하는가? 국회의원 사퇴하고 보궐선거 하자!!! v.media.daum.net/v/201806152017…  "
579,"   자유한국당 정진석 발언.  ""세월호처럼 완전 침몰했잖아?""  자유한국당 선거 참패에 세월호를 갖다대? 선을 넘었어. 당신 끝났어.  이번 지선 자한당 참패를 넘어 다음 총선에서 완전 박멸해준다. pic.twitter.com/HoyuHnEp1Y  "
580,   선거에서 참패했다 = 우린 망했다 = 세월호처럼 침몰했다    세월호가 망한거냐.  저런 패륜적 막말을 하는 놈이  홍준표 막말때문에 망했다고 난리치는 꼴이란. pic.twitter.com/qMlCTfb3c3  
581,"   자유한국당 원내대표 정진석, 비상의원총회를 마치고 대국민 사죄 퍼포먼스 장소로 이동하면서   ""세월호처럼 완전 침몰했잖아""  이게 사죄하는 놈들이 할 말인가 묻고 싶다. 사죄가 아니라 사약이 필요한 자들이다.   m.nocutnews.co.kr/news/4986164#_…  "
582,   저놈들에게 세월호참사는 그저 배가 침몰한 사고일 뿐. 그 안에서 어이없이 죽어간 아이들은 아무것도 아닌겁니다. 우리는 배가 아니라 그 안에서 사투를 벌인 아이들을 보았기 때문에 지금까지도 아파하고 있지만 저놈들에게는 그런거 보이지도 않고 관심도 없는겁니다. m.nocutnews.co.kr/news/4986164#_…  
583,"   안산, 세월호 추모공원 비하 보수 야당 심판  시장, 도의원 등등 자한당 참패. 강아지 비유한 바미당 침몰. 예은이 아버님 말대로 ""이제 안산이 생명과 안전의 메카로 힘차게 나아가길”  그리고 당선되신 분들도  유가족분들이 어떤 마음으로 한표찍었는지 꼭 헤아려 주시길. v.media.daum.net/v/201806140642…  "
584,   추적 60분..공영 방송에서 찢방리 썅욕 파일 틀어 준다능 남경필 혜경궁 김씨 취재 쫌해요 추적 60분감이다..혜경궁 김씨 집회도 인터뷰도 나옴 노무현 문재인 대통령 패륜막말 세월호 비하 라이브 그대로 보여줌. 찢방리 이제 시작이다 기둘려라 철창행으로. pic.twitter.com/X527wKO5h0  
585,   추적 60분..혜경궁 김씨를 찾아서 혜경궁 닷컴 운영자 인터뷰 함..노무현 문재인 대통령 패륜막말.세월호 비하 다 보여줌 그니까 니 마누라 아니면 고소해 실시간 고소 고발하는 시키가 경기도 보궐 갈테니까 기둘려라. pic.twitter.com/4XDYHOKsc5  
586,   찢방리 엠조선이랑 인터뷰 중 일방적으로 끊어 버리고 jtbc 여 앵커 한테 따지고 sbs는 인터뷰 중 오거든 인터뷰 한다고 스브스가 일방적으로 끊어 버리고 ㅋ 추적 60분은 혜경궁 김씨 노무현 문재인 대동령 패륜막말 세월호 비하 생방중 그대로 보여주고  찢방리 갈곳은 철장행ㅋㅋ  
587,"  세월호 유가족, 단원고 교복 입고 투표.. “대한민국 적폐세력 심판” - 고발뉴스닷컴 gobalnews.com/news/articleVi…  "
588,   잘께요  자고 일어나면 기쁜 출구조사가 나와 있기를 기도하며 .................. 세월호/노통/문통을 모욕하는 1배는 꼭 아웃 pic.twitter.com/UW7IcCtq18  
589,"   ""세월호 이전과 달라져야 한다던 다짐, 투표로 지켜주세요"" v.media.daum.net/v/201806131156… 세월호 참사 유가족 박성호군 누나 박보나씨. 유민양 아빠 김영오씨 등 투표 참여 인증 눈길  "
590,"  세월호 유가족들이 청와대 근처에서 농성할 때 박근혜는 외면을 했지만  이재명 후보가 그 당시 대통령이셨다면 직접 찾아가서 유가족분들  멱살을 잡고 따귀를 때릴 놈이다 ""이것들 다 고소해! 어디서 청와대 앞에서.."" 물론 내 개인적인 생각이다  "
591,   남경필이 경기지사로 있으면서 세월호 유족들에게 어떻게 했는지 세상 사람이 다 안다. 아니 이재명을 싫어하는 사람들은 알아도 모른체 하겠지. 그런 경필이 놈을 당선시켜 놓고 민주당으로 데려오잔다. 말인지 방구인지....올 놈은 생각지도 않는데....쥐닭 종자는 무조건 안된다.  
592,   역대급 2차 가해.그것도 사람 등급 매겨 선택적 여성인권 부르짖는 족속들.이런 인간이 세월호 갤러리인가 운영한다고 뻐겼어 pic.twitter.com/vkDXvjY7Hi  
593,"   [안산 적폐정치꾼 퇴출!! OUT!!] <(사)4.16세월호참사 가족협의회>는 6.13지방선거에서 ""납골당 반대"" 프레임으로 정치생명 연장을 획책하는 안산의 후보자 18명을 “적폐정치꾼”으로 선정했습니다. 세월호참사를 악용해 안산시민과 피해자들을 갈라치고 있는 이 적폐정치꾼들을 투표로 심판해주십시오. pic.twitter.com/tOStenxS0e  "
594,   남경필에 대해서 알고 싶다구요? 이 영상을 보면 남경필을 알 수 있습니다. 세월호 참사 당시에 이랬습니다. 이래서 박근혜 일당이 힘을 받고 버팅겼던 것입니다. pic.twitter.com/pahwu46Mgo  
595,"   <시민과 유가족이 함께 하는 4.16생명안전공원 진실알리기 캠페인> 내일(6/12,화)이 마지막 날입니다. 많이 참여해주시기를 부탁드립니다.  07시~08시 중소기업연수원 사거리(약도 첨부) 18시~20시 중앙동 대동서적 앞(단원구 예술대학로 9)  #세월호 #세월호참사 #생명안전공원 #안산 #613선거 pic.twitter.com/Gk6pMmsStK  "
596,"   예은아빠 유경근씨 ""세월호 추모공원, 겨우 200평도 못 내줘요?"" | 다음뉴스 v.media.daum.net/v/201806111136…   '키우던 개도 마당엔 안 묻는다' 아무리 선거라지만 할 말이 있고 안할 말이 있습니다. 납골당 운운하면서 님비현상 부추겨서 표 얻을려고 하는 사람들에겐 단 한 표도 주지 마시길..  "
597,"   (더봄캠) 박근혜대통령의 유체이탈 화법도 떠오르고, 4년전 세월호 책임을 송영길시장에게 따지던 모습도 떠오릅니다. 유정복 후보에게 한자성어 하나 전합니다.  賊反荷杖 : 도둑이 도리어 몽둥이를 든다는 뜻으로, 잘못한 사람이 도리어 잘 한 사람을 나무라는 경우.  m.newsway.co.kr/view.php?tp=1&…  "
598,   안산에서 우리 아이들의 꿈을 함께 이루어갈 후보들입니다.  #세월호 #세월호참사 #생명안전공원 #안산 #613선거 pic.twitter.com/9gYK3ww0bR  
599,   박주민 의원님 의원님 사모님..  정말 감사해요..  역시 세월호의 변호사 답다.. pic.twitter.com/RSCBlJCnxp  
600,  세월호 유가족들 상담해주던 심리학 교수인데 우웩이네. 최호선 교수야말로 낄끼빠빠가 전혀 안되는듯 pic.twitter.com/gLx7XUExfa  
601,"   1. 명캠프에서 ‘양도차익 100억’ 투기 의혹 제기했다가 저쪽에서 팩트 제시하니까 유감 표명했고 남경필 쪽에서 받아들임.  2. 표창원이 “세월호 현장 등에 이재명 있었고, 남경필 없었다”고 썼다가 공직선거법상 허위사실공표죄로 신고 당함.  ➡️ 당원으로서 경기도지사 선거가 정말 부끄럽습니다. pic.twitter.com/833SyhhVea  "
602,   표중립 덕분에 남경필이 - 백남기 농민 빈소에도 갔고 - 박근혜 규탄 광화문 집회에도 갔고 - 팽목항 세월호 희생자 분향소에도 갔다는 것이 방송(JTBC)을 탔구나. 그럼 표중립 아닌 거 아냐?  
603,"   자한당 후보가 남경필이라 다행이다. 찍으면서도 덜 괴로울테니. 자한당 소속 단체장이 백남기씨 조문, 팽목항 2주. 4년 세월호 깃발...소신과 공감력 있지 않으면 쉽지 않은 일이다.  "
604,"   저는 2주간 팽목항에서 함께 하였고, 도청에 4년간 세월호 합동 분향소를 설치하였습니다. 이재명 후보님. 거짓 선동 그만하십시오. 부끄럽지도 않습니까? 한 말씀 더, 저는 여권 전체에서 유일하게 백남기 농민을 조문하였던 사람입니다. 표창원 의원님 오늘 중으로 공개 사과하십시오.  "
605,"   그러나 이를 두고 안산 시민의 아픔과 갈등은 생각하지도 않은 채, 정치적으로 이용하는 이 전 시장은 화랑유원지 문제가 안산 지역주민 간에 어떤 식으로 문제가 발생하고 있는지 알고는 있을까 궁금합니다. 얼마나 급하면 발언의 수위 조절도 실패하고 있습니다. 세월호 가족을 능멸하다니요.  "
606,"   표창원 때문에 남경필 세월호 지원, 촛불 시위 참여 알게 됨. 그 동안 남경필 이런 사람에게 전혀 관심 없었어서 탄핵 찬성 한 줄도 몰랐네 ㅋㅋㅋㅋㅋㅋ  "
607,"   잘한다 남경필 ㅋㅋㅋㅋㅋ  남경필 측 ＂표창원 ˙南, 백남기·세월호 외면˙ 발언 사과하지 않으면 법적조치＂ (출처 : 아시아경제 | 네이버 뉴스) naver.me/5MTLRrse  "
608,"   1천억짜리 새마을운동 전시관 비워놓고  기어이 박정희 유물관 지어야 하나?  v.media.daum.net/v/201806091127…  ㅡ304명의 억울한 세월호희생자들에 대한 추모공원도 못만들게 하는 자들이, 단 1명의 '살인독재자 공원'을 위해서 혈세를 펑펑 씁니다. 물론, 조중동은 입 쳐닫고요.  "
609,   <남경필 후보는 세월호 가족과 국민에게 사죄하고 현수막을 철거하기 바랍니다> 어떻게 이런 식으로 세월호 가족을 능멸할 수 있을까요?  다른 건 몰라도 이건 묵과하기 어렵습니다 남후보님 사죄하세요!! pic.twitter.com/49mOPdAQ7L  
610,"   표등학생님아. 님 선거법으로 참교육 받으실듯?  당선되지 못하게 할 목적으로 허위사실 유표 -> 7년 이하의 징역, 500만원 이상 3000만원 이하의 벌금 -> 의원직 상실  표등학생이 남경필이 없었다고 말한, 세월호 노란리본, 백남기 농민, 박근혜 탄핵에  남경필은 다 있었음 pic.twitter.com/0ltpAEhhBA  "
611,   놀고 있네요. 남지사는 4년동안 도청내에 세월호 분향소 운영했고 이재명은 세월호를 자기 피알하는데 썼죠. 이재명은 촛불을 문재인과 자기를 차별화하는 수단으로 썼고 자신의 인지도를 높히기위해 이용했죠. 그게 눈에 안보이면서 무슨 프로파일러를 한답니까?  
612,   사전투표를 하고 왔습니다.  저는 아무리 고민을 해봐도 세월호 추모공원에 님비(NIMBY)를 대입시켜 표를 받으려하고.. 사법부와 재판을 거래하고.. 남북의 평화를 부정하는 그들에게는 도저히 표를 줄 수 없다는 결론이었습니다.  다만 저는 비로소 투표를 했으니 제 표를.. m.facebook.com/story.php?stor…  
613,"   ""죽지도 못한 것들이.."" 도넘은 공격, 눈물 흘리는 세월호 유족.  ""서울 사람이 살기 어려워지면 인천 간다""고 했던 자한당 대변인은 사퇴했지만, 안산시 자한-바미당 후보들은 계속 유가족들의 상처를 후벼파고 있습니다.  아직도, 사람보다 돈이 먼저이기 때문일 겁니다.  v.media.daum.net/v/201806071742…  "
614,"   최민희 오늘 jtbc 패널 출연 해 한 발언은 참으로 악의적인  이재명 패륜등,,김부선 얘기 시민들도 지겨워 하는 것 같다고  (세월호때 박근혜 새누리 개새끼들이 유가족과 시민들 분열과 고립시키려 했던 악의적 프래임 아닌가??)  최민희는 이 짓거리를 한거다. 그래서 난 정치하면 안된다고 했다.  "
615,   최민희가 김부선 얘기 지겹단다. 세월호 지겹다는 일베와 최민희가 뭐가 다른가. 그냥 선거에 이기기 위한 정치꾼일 뿐이다. 저들에게 국민? 조까라 그래~  
616,"   ""죽지도 못한 것들이.."" 도넘은 공격, 눈물 흘리는 세월호 유족  자한당과 바미당은 갈수록 수위 높아지는 416생명안전공원과 세월호 유가족들에 대한 터무니없는 인면수심의 정치공세를 당장 멈추세요!  v.media.daum.net/v/201806071742…  "
617,"   ""동성애는 담배 피우는 것보다 더 유해하다"" “세월호 납골당 화랑유원지 결사반대”  6·13 지방선거 운동 과정에서 쏟아져 나온 혐오발언들입니다. 이에 대응하기 위해 시민들이 나섰습니다.   news.khan.co.kr/kh_news/khan_a…  "
618,"   Only 20 days left in Reset's Indiegogo campaign! If you want to see this South Korean Sewol Documentary made, contribute today!  #세월 #세월호 #한국 #Reset #ResetWithSewol #Documentary #Sewol #SewolFerry #indiegogo igg.me/p/2357236/twtr…  "
619,"   자유당 남경필을 찍는 것은, 다시 말해서 `세월호를 정치적으로 악용하는 적폐 정치꾼`과 함께하는 일입니다.   속지마십시오. 사람이라면 `세월호 참사 유족을 두 번 죽이는` 저런 현수막은 내걸지 못합니다!  자유당 안산시장 후보와 같은 구호를 내걸며 열심히 선거하는 남경필은 정말 아닙니다! pic.twitter.com/THK91Ip6mc  "
620,  세월호 참사를 기억하는 <생명안전공원> 조성을 반대하는 자유당 남경필의  현수막입니다.   이래도 남경필입니까! pic.twitter.com/wj6pZwn7ER  
621,"  세월호 추모공원에 대해 안산시 자한-바미당 후보들이 납골당이라는 둥, 강아지가 죽어도 마당엔 안 묻는다는 둥, 거리낌없이 망발을 늘어놓습니다.  저런 자들을 찍어주는 사람이 있는 한, 세월호참사는 결코 ‘역사’가 되지 못하고 ‘현재’로 남아 있을 겁니다.  "
622,"   2014년 지방선거때 국정원 어버이연합동원 인천시청 데모에 이어 매크로 사용하여 유령시민단체 동원하여 구원파 연결 허위선전, 세월호 책임주무장관출신 유정복캠프의 비열한 범죄행위를 고발했지만 우병우 검찰이 무혐의처리,특검 추진해야v.media.daum.net/v/201806060526…  "
623,"   자유한국당 안산시의원후보 강광주. 5월 31일 보성사거리 유세 중 “지난 4년동안 유가족들이 우리한테 사과 한 번 한 적 있습니까” 라고 망발을 지껄임.  내가 왜, 무엇을 너같은 놈한테 사과해야 하지?  #세월호 #세월호참사 #생명안전공원 #안산 #613선거 pic.twitter.com/UiAkaIXLgA  "
624,"  세월호 추모 공원은 납골당. 세월호 참사로 자살률 상승. 세월호 희생자를 강아지 비유. 한표 더 얻겠다고 가짜뉴스 퍼트리고 이웃의 상처에 소금뿌리는 자한당, 바미당.  4·16생명안전공원은 문재인 대통령의 약속. 봉안시설은 화랑유원지의 0.1%. 진실 왜곡, 세월호  비방하는 안산의 적폐 청산하자. pic.twitter.com/BcJvyCtQ7u  "
625,  세월호 유족들 절규 세월호참사 정치 악용 중단하라 /노컷v 유경근 도저히 (지방선거) 돌아가는 게 참을 수가 없어서 또 나오게 되었다고.. 속상하다ㅠㅠ 자바이당 천벌을 받을 것이다 줙일거뜰 세월호 조롱한 찢 같이 천벌 받을 걸 일베추 세월호 입에 올리마라 pic.twitter.com/OnRqMwcCED  
626,   문 대통령 “보훈가족 눈물 안 흘리게…예산·법령 핑계 않겠다” hani.co.kr/arti/politics/… 보훈가족 초청 오찬…세월호 교사·연평해전 유족 참석 “국가와 국민 위한 희생 예우하는 나라 만들겠다” “다시는 전쟁 걱정않게 확고한 평화구축하고 싶어”  
627,"   문대통령 ""보훈가족 눈물 안 흘리게..예산법령 핑계 안 대겠다"" v.media.daum.net/v/201806051426… 보훈가족 초청 오찬..""유공자가 자부심 가질 때 나라다운 나라 완성"" 연평해전 황도현 중사·세월호 고창석·전수영 교사 등 언급 ""희생 숭고""  "
628,   <416TV> [세월호참사/4·16생명안전공원 선거 악용 중단 촉구 기자회견 영상]  youtu.be/l7FyZkzushw  
629,"   '재판거래 문건' 98개 추가공개.. 세월호·청와대 관련 포함(종합) v.media.daum.net/v/201806051139…  특별조사를 특별히 감추기 위한 조사로 끌고가는 안철상과 조사단..  안철상은 양승태와 어떤 관계냐?  왜, 찔끔찔금 마지못해 공개하며 약 올리냐?  적폐 아니면 공개해서 국민이 판단케 하고, 수사 받으라!  "
630,"   文대통령, 오늘 '세월호 순직' 유족 등 국가유공자와 오찬 | 다음뉴스 v.media.daum.net/v/201806050956… 나라가 나라답고 정부가 정부답다  "
631,"   문대통령, 보훈가족 오찬..세월호교사·순직소방관 유족도 초청 v.media.daum.net/v/201806051009…  "
632,"   바른미래당 서울시장 후보 안철수가 있는 당이라고 합니다. v.media.daum.net/v/201806041136…  바른미래당 이혜경 안산시의원 후보 ""강아지 죽어도 집 마당에 안묻어""  안산 보수후보들 '세월호 추모공원' 반대 쟁점화 공세  세월호 유가족 ""정치생명 연장 발악 적폐세력 심판받아야""  "
633,   방송 내용중에 부정경선을 주장하면 ARS 역발송을 해야하는거 아니냐면서 세월호 인양 비용을 언급하는것 같습니다  정말 놀라운 내용입니다  이런 내용을 그냥 듣고만 있었다구요? pic.twitter.com/K5Gm4TQYdv  
634,   꼭 낙선 시켜주세요. 안산 유권자분들은 자한당 소속 이혜경 후보를 꼭 기억해주세요.  선거공보물서 세월호 희생자를 '강아지 죽음'에 비유 논란. v.media.daum.net/v/201806041136…  
635,   SBS에서 철새 남경필을 제대로 조명했네요. 세월호때 지방선거가 있었는데 새누리 당원 표가 필요했던 남경필은 박근혜가 힘드니 도와주자고 악을 썼는데 후보로 확정되자 박근혜에게 등을 돌린 야비한 기회주의자죠! 그 과정이 잘 나와 있는 영상입니다.  그런데 누가 홍준표 당을 도와주고 있죠? pic.twitter.com/k94A1KZcJs  
636,   선거공보물서 세월호 희생자를 '강아지 죽음'에 비유 v.media.daum.net/v/201806041136… 이혜경 안산시 시의원 여기도 김문순대 와 동급 막말 후보네!! 기가차서!!!!!!!  
637,  세월호의 아픔을 가진 안산... 한때는 우리 아이들의 친구들이었고 이웃사촌으로 함께 살았던 지역 주민들이었습니다. 모두가 다 그렇지는 않겠지만...  이제 안산이 싫어집니다. 안산을 떠나고 싶은 심정입니다. . . [마봉춘이 간다] 선거철 되니 또..'세월호 추모공원' 논란 v.media.daum.net/v/201806040734…  
638,"   안철수  ""세월호 유가족, 이제 시민에게 광화문 광장 돌려줘야""  그동안 숨겨왔던 정체성을 하나하나 드러내고 있음. 저 인간이 민주당에 있을때 매일매일 남의집에 있는 기분이었을거임  "
639,"   남경필 추모리본 단 저 기사가 14년 7월인.  세월호 가지고 새누리는 2차 가해에 미쳐 막말 쏟아내며 전방위 여론전 펴기 시작할 무렵이고, 지선은 끝나 남경필은 재선된 시점.  위선적인 쇼라 할 요인이 없다는 이야기. pic.twitter.com/DJjZgqH1sl  "
640,"   남경필, 경기도청에 '세월호 합동 분향소' 4년동안 설치・유지 한 거 아세요? 이재명은 혈세 74억을 홍보비로 썼는데, 남경필은 홍보가 LG급이네   #남경필 #파파미 #경기도지사_남경필 pic.twitter.com/BlC2OvgHrL  "
641,"   경남 #해양구조인 단체 김경수 후보 #지지선언  ""우리는 김경수를 지지한다. 세월호의 아픔을 겪은 우리는, 깨끗하고 안전한 바다를 위해 상호 노력할 것이다.""  해병대 출신도 많으시고 보수적 성향이 짙은 단체였는데, 보수진보를 넘어 경남을 위해 결정해 주셨다고 합니다. #유진상 님 페북 pic.twitter.com/L4CUlFsCt4  "
642,"   동의합니다. 그럼에도 세월호참사 직후에 앞장 서서 ""대한민국의 딸 박근혜를 지키겠습니다.""라고 외쳤던 사람을 찍으라고 권하진 못하겠습니다. 저는 정치적으로 그보다 더 패륜적인 발언도 찾기 어려울 거라고 봅니다. 제 의견 더 묻지 마시고 본인 생각대로 찍으십시오. twitter.com/hRzVOmw3MzOKes…  "
643,"   김문수 ""세월호처럼 죽음의 굿판 벌이는 자들 물러나라"" : ""이 세상에 불평불만을 가르치고, 선동하고, 못사는 나라라고 자살을 부추기고, 죽은 자들을 아름답다고 하고 산 자들은 욕되다고 하는 더러운 역사를 우린 끝내야 한다"" bit.ly/2xuhyhJ  "
644,   정신나간 시키 같으니.  자유당 김문수 후보의 망언은 이렇습니다. 🔻 세월호처럼 죽음의 굿판 벌이는 자들은 물러가라! news.sbs.co.kr/news/endPage.d…  
645,"   자유한국당 김문수, 서울 광화문 ‘세월호 천막’을 두고 “죽음의 굿판”이라며 “죽음의 관광을 집어치워야 한다”고 주장.   이 늙은 짐승은 아직도 슬픔이 마르지도 않은 세월호 유가족들에게 대못을 박는 것인가? 어차피 되지도 못할 서울 시장, 막말이라도 하겠다는 건가?  m.khan.co.kr/view.html?arti…  "
646,"   김문수 “세월호처럼 죽음의 굿판 벌이는 자 물러가라”   세월호 참사 때 김문수씨가 ‘시’랍시고 썼던 글들을 아직 기억합니다.  어린 학생 수백 명의 죽음을 ‘연작시’의 소재로 삼는 잔인한 심장은, 폭군 네로의 것이었습니다.  ‘죽음의 굿판’을 벌인 자는, 김문수씨입니다.  m.khan.co.kr/view.html?art_…  "
647,"  세월호 집회서 최루액 섞은 물대포 발사한 경찰…헌재, 첫 ‘위헌’ 판단@newsvop vop.co.kr/A00001294358.h…  "
648,"   김문수 “세월호처럼 죽음의 굿판 벌이는 자 물러가라”  출정식부터 저런 망언을 쏟아내는 자가 서울시장이 된다면,,, 생각만 해도 ㅠㅠ  #김문수 #망언 #자유한국당 #613지선 #아이엠피터 pic.twitter.com/g4SrkfwgaB  "
649,   광화문 세월호 천막을 두고 “죽음의 굿판”“죽음의 관광을 집어치워야 한다”  “세월호는 저 정도 됐으면 끝내야 한다. 대한민국 상징이 세월호처럼 돼선 안된다” news.khan.co.kr/kh_news/khan_a…  
650,   김문수 “세월호처럼 죽음의 굿판 벌이는 자 물러가라” - 경향신문  m.khan.co.kr/view.html?art_… 뻔뻔한 족속들!!! 어떻게 세월호를 입에 담을수가 있을까??? 세월호가 어떻게 침몰했는대~~~  
651,"   총각이라 속인 권력자에게 성적 농락당하고 살해협박까지 받은 여성 미투 피해자에게 미안하단 말 한마디 없는 김현   노통과 세월호 희생자를 모독한 혜경궁 김씨 계정에 분노하지 않는 김현 대변인   미투, 노무현 정신, 세월호 희생자보다 더 중요한것은 한양대 동문 추미애의 안위인지요? #metoo twitter.com/theminjoo_kr/s…  "
652,"   안산시장 후보님,  부디 416 생명 안전 공원 설립과 함께 해 주세요. 공원 건립은 세월호 참사를 잊지 않고 이런 참극이 다시는 일어나지 않기를 바라는 국가적 사업으로 결정된 일이며 이를 막으려는 것은 참사의 진실을 왜곡 하고 희생자들과 그 유가족을 모욕하는 일입니다. #416생명안전공원설립 pic.twitter.com/MuLA6L3hBV  "
653,   < 양승태 대법원장 시절 대법원 재판거래에 대한 국정조사를 제안합니다> 행정처가 세월호 재판을 특정 재판장에게 배당하려 한 정황도 드러나고 있습니다.  3권 분립과 법치주의의 근간을 훼손한 대법원 게이트입니다. 발본색원하지 않으면 어떻게 국민에게 법원을 믿으라 말할 수 있겠습니까? pic.twitter.com/xFEEyEKRkE  
654,"   인천부평공원묘지의 세월호 일반인 희생자 묘역에 박남춘후보와 참배하면서 공식선거운동 시작합니다. 박근혜 비서실장,안전총괄책임 안행부장관출신이 책임질 일을 해양선박에 대해 아무런 권한이 없는 인천시장책임이라고 국정원,어버이 연합을 동원공격 했던 적반하장의 적폐청소를 하는날입니다. pic.twitter.com/CNbbo6QGdS  "
655,   양승태 사법농단 비공개 문건에 ‘세월호대응’ ‘VIP보고서’등 포함  이명박근혜 정부동안 헌정사상 최악이라는 말이 자주 나왔는데 그중에 정말 가장 최악은 양승태 재직 당시의 사법부인듯하다. 사법행정권 남용 의혹 관련 특별조사단의 활약 기대해봅니다.  goo.gl/jVozvT  
656,   자식 하나 없는 내가. 무상 급식에 찬성한 이유는. 그래도. 밥 가지고 장난치지 말라는 바람이였어.   안산이 어딘 지도 모르는 내다 세월호 보면서 우는 건 나도 국가에게 그런 대접 당할까봐 무서워서였어. 최저임금하고 상관없는 내가 왜 화내냐면. 그들이 주저앉으면 내수 박살나서 나망해서야.  
657,   우리 문프가 만약 세월호를 자기 정치에 이용했다면 난 절대 지지안했어 그런데 이재명은 자기 정치에 이렇게 버젓이 이용했는데 아직도 정신 못차리고 친목질로 빠는 진보네임들 pic.twitter.com/W3Ip4D8g7e  
658,"   남경필, 세월호 추모 조용히 하고 있었다는데 두번 놀랐어요 pic.twitter.com/OyovjtV9UB  "
659,   박주민 당선을 위해 온갖일을 하셨고 전해철에게 직접만든 선물 증정식까지 갖었던 세월호 유가족분들이 왜 이재명에겐 냉담할까?  
660,  세월호 재판 배당도 개입했나..수상한 비공개 문건들 | 다음뉴스 v.media.daum.net/v/201805290506…  누군가에겐 목숨보다 더 중요했을 재판 결과를 고작 본인들의 입신을 위해 권력과의 거래 수단 삼은 겁니다. 특검이 원래 이런거 하라고 있는거 아닙니까?  
661,   남경필 도지사는 기념일마다 조용히 애도하며 보냈고 세월호를 떠들썩하게 언플에 이용한 이재명과는 달리 세월호 희생자 약전을 읽고 유일하게 홍보한 사람은 문재인 대표였음 pic.twitter.com/MFbxvFtdB6  
662,"   양승태 대법, 세월호 재판 배당도 개입했나..수상한 비공개 문건들 v.media.daum.net/v/201805290506… 사법농단! 이런게 바로 특검대상이다. #양승태특검  "
663,  세월호 재판 배당도 개입했나..수상한 비공개 문건들 | 다음뉴스 v.media.daum.net/v/201805290506… #양승태 국정농단 공범자 #구속하라  
664,  세월호 재판 배당도 개입했나..수상한 비공개 문건들 | 다음뉴스 v.media.daum.net/v/201805290506…  'BH 민주적 정당성 부여방안' 문건  정치적 위기 타개 직접검토 의혹도   판사들의 전면공개 요구 높아지자  법관대표회의에 뒤늦게 열람 허용  
665,"   '세월호' '하야' 행정처 파일 확보에도..의문의 비공개 대법 특별조사단 '파일 400개' 논란 현직 판사 ""전부 공개해야"" 글 올려 v.media.daum.net/v/201805282104…  "
666,"  세월호 일베폭식투쟁, 정성산 ‘평광옥’ 결국 폐업  jkos.kr/2018/05/25/180…  "
667,   이유가 있어도 형수한테 씨발년이라고 씨부리면 그게 패륜이라니깐. 그게 이해가 안되냐? 붕어대가리냐?ㅋㅋㅋㅋㅋㅋ 이유가 있어도 정치인이 시민에게 당신 자식도 세월호 희생자들처럼 그런 일 당할 날이 있을거라고 저주하면 안되는거라고. 그런 말 함부로 내뱉는거 그 자체가 졸라 일베적이라고.  
668,   공개 안 된 사법부 문건명들(중 극히 일부).   - 세월호사건 관련 적정관할법원 및 재판부 배당방안 - 대한변협압박방안검토 / 대한변협회장관련대응방안 - 민변대응전략 - 조선일보첩보보고 / 조선일보방문설명자료 / 조선일보보도요청사항 / 조선일보기사일정및컨텐츠검토  
669,   [피켓 공유] 세월호 직립과 KBS여론조사에서 의미있는 결과를 피켓으로 제작했습니다. 많은 활용 바랍니다.  ▶️ 피켓다운로드 _ 416act.net/83125 ◀️ 416act.net/83125  
670,   탄핵 된 박근혜 전 대통령은 현재 감옥에 있습니다. 그러나 당시 박근혜 정부와 함께 세월호 진상을 방해하는데 앞장섰던 세력들은 아무런 책임을 지지 않고 있습니다. 그 ‘세력들’ 가운데 핵심 주축이 바로 언론입니다. [고발뉴스] ‘다이빙벨 그후’ 기자들은 안녕하신가요? gobalnews.com/news/articleVi…  
